claim wherein,122
wherein said,57
defin claim,49
faucet support,39
tighten member,38
support member,37
first end,34
support seat,30
member defin,29
second end,28
least one,24
plural tighten,22
sleep bag,20
protector cover,20
said support,19
assembl claim,19
base plate,18
said first,18
side edg,18
first side,17
bag claim,17
claim claim,17
strap section,17
abras materi,17
attach said,17
said panel,17
mount hole,16
perineum protect,16
said nozzl,16
protect devic,16
plural connector,16
end portion,16
jet assembl,16
said second,15
scrubber defin,15
claim compris,14
said rotari,14
end protector,14
semiconductor wafer,14
first roller,14
materi compris,14
main bodi,14
second side,14
portion said,14
adjac said,13
apparatu defin,13
devic claim,13
loop member,13
accord claim,13
gener adjac,12
whirlpool jet,12
mean compris,12
posit gener,12
said least,12
said plural,12
edg posit,12
brace mean,12
posit brace,12
sleep surfac,12
inner wall,12
second roller,11
said cover,11
protector support,11
wherein abras,11
front edg,11
middl portion,11
member said,11
side first,10
end said,10
recit claim,10
seat set,10
section first,10
forth claim,10
end second,10
edg said,10
set forth,10
assembl recit,10
bottom surfac,9
surfac said,9
upper wall,9
bodi part,9
side wall,9
prevent member,9
turn prevent,9
portion cover,9
plate faucet,9
nozzl tube,9
said tighten,9
back edg,9
rotari face,8
cover front,8
said middl,8
first second,8
remov said,8
water air,8
defin one,8
second strap,8
said front,8
part portion,8
one claim,8
tear end,8
inch inch,8
cover membran,8
member compris,8
secur attach,8
extend downwardli,8
first strap,8
leg portion,8
second loop,8
end secur,8
measur airflow,8
rotari assembl,8
top end,8
front surfac,8
gener inch,8
open posit,8
method accord,8
bathtub inner,8
includ least,7
base end,7
neck user,7
rate cm,7
mean extend,7
semiconductor substrat,7
garment protector,7
ventil sleep,7
surfac system,7
one leg,7
front end,7
airflow rate,7
engag inner,6
bathtub assembl,6
secur rail,6
compris first,6
compris tubular,6
surfac bathtub,6
edg clean,6
across width,6
flexibl member,6
compris posit,6
air flow,6
rail displac,6
cm cm,6
open beyond,6
width bathtub,6
wall engag,6
tubular brace,6
surfac support,6
member open,6
first speed,6
elong flexibl,6
secur mean,6
elastomer materi,6
provid said,6
cushion materi,6
bodi sleep,6
diamet mount,6
adhes section,6
said posit,6
wafer first,6
tearabl perfor,6
member first,6
edg back,6
insid surfac,6
use assembl,6
bathtub secur,6
rotat direct,6
beyond diamet,6
brace mount,6
displac use,6
rail engag,6
support bar,6
wherein plural,6
said back,6
mount slide,6
hole said,6
wall bathtub,6
downwardli rail,6
materi perineum,6
releas attach,6
advanc across,6
slide advanc,6
seat support,6
engag insid,6
fix base,5
produc flow,5
materi said,5
second speed,5
system accord,5
porou sleep,5
wherein flow,5
roller rotat,5
front portion,5
bottom wall,5
five sheath,5
wherein measur,5
edg semiconductor,5
speed second,5
member configur,5
measur meter,5
air hole,5
onto said,5
hole suffici,5
rail support,5
support leg,5
feet portion,5
said turn,5
flow air,5
first loop,5
wherein bottom,5
said bolt,5
suffici produc,5
said mount,5
upper surfac,5
cm measur,5
portion compris,5
user b,5
user wherein,5
support mean,5
materi seat,4
one first,4
pouch top,4
protector neck,4
height gener,4
pouch posit,4
posit top,4
support compris,4
support first,4
posit collect,4
side second,4
least two,4
member direct,4
incompress fill,4
intern surfac,4
surfac first,4
along front,4
end front,4
side upper,4
assembl said,4
portion chest,4
c pouch,4
water proof,4
join first,4
move downwardli,4
side surfac,4
wherein strap,4
member provid,4
guid member,4
support posit,4
dispos garment,4
predetermin posit,4
extern side,4
water resist,4
section tear,4
membran perineum,4
substanti water,4
storag second,4
collect particul,4
fix predetermin,4
end join,4
said whirlpool,4
stomach user,4
protector compris,4
perfor torn,4
back surfac,4
point contact,4
said slit,4
connector configur,4
strap tear,4
portion provid,4
surfac configur,4
configur engag,4
close posit,4
join second,4
cross section,4
end attach,4
surfac protector,4
chest stomach,4
said base,4
wherein second,4
clean semiconductor,4
back form,4
flow said,4
posit cover,4
second open,4
cover area,4
cover pouch,4
said guid,4
roller compris,4
bottom side,4
compris abras,4
posit extern,4
releas fix,4
front back,4
downwardli along,4
surfac back,4
compris protector,4
particul liquid,4
end support,4
seat fix,4
said bathtub,4
said spacer,4
first close,4
configur rotat,4
toe portion,4
section area,4
end bottom,4
said connector,4
wherein protector,4
wall side,4
cover ring,4
said stream,4
said main,4
end open,4
insert said,4
posit second,4
fold one,4
rotat speed,4
flow rate,4
bevel area,4
posit storag,4
member construct,4
direct inward,4
roller configur,4
engag said,4
form fold,4
cover second,4
fill piec,4
bottom end,4
resist water,4
outer side,4
one tearabl,4
liquid move,4
inch perineum,3
posit faucet,3
materi least,3
poli vinyl,3
panel front,3
devic protect,3
cover ankl,3
screw onto,3
hole wherein,3
enclos cover,3
assembl compris,3
protect perineum,3
connector posit,3
hold enclosur,3
ride bicycl,3
alcohol pva,3
sock compris,3
penil arteri,3
panel perineum,3
compris elong,3
tube whirlpool,3
portion air,3
face said,3
portion faucet,3
two bodi,3
leg sleep,3
foot bodi,3
vinyl alcohol,3
extend therethrough,3
cover dispos,3
plural turn,3
panel middl,3
mean remov,3
wherein one,3
heel ankl,3
said feet,3
male ride,3
gener enclos,3
slit extend,3
jet propel,3
bolt faucet,3
said elong,3
perineum said,3
plural hole,3
arm portion,3
rotat apertur,3
heel toe,3
back side,3
compris poli,3
attach bodi,3
direct stationari,3
compris nylon,3
portion around,3
heel portion,3
foam elastomer,3
wherein inner,3
roller apparatu,3
portion may,3
compris foam,3
engag base,3
differ tangenti,3
support garment,3
ankl portion,3
cover foot,3
hand portion,3
b protector,3
prevent damag,3
portion plural,3
said devic,3
plate wherein,3
contact semiconductor,3
wherein belt,3
clean due,3
arteri said,3
hole form,3
bodi portion,3
strap includ,3
may select,3
area heel,3
upper portion,3
belt compris,3
tangenti veloc,3
meter ventil,3
said eyebal,3
water hold,3
rotat semiconductor,3
member faucet,3
damag penil,3
cover heel,3
tube said,3
wherein main,3
portion releas,3
wherein ratio,3
foot area,3
scrub semiconductor,3
stream water,3
cover member,3
direct first,3
compris toe,3
adapt support,3
inner rail,3
toe heel,3
fix member,3
support adapt,3
select extend,3
portion includ,3
substanti enclos,3
compris elastomer,3
brake mean,3
slit remov,3
compris panel,3
roller scrubber,3
said cushion,3
bicycl prevent,3
seat faucet,3
compris cushion,3
extend said,3
member turn,3
edg second,3
materi scrubber,3
one chemic,3
perineum male,3
upon remov,3
detach said,3
compris polyurethan,3
proof seal,3
cm method,3
devic compris,3
compris two,3
spacer provid,3
provid drawstr,3
bolt said,3
member move,3
contact intern,3
said secur,3
edg first,3
provid inner,2
concentr cross,2
posit strap,2
pivot attach,2
extend first,2
cover around,2
end includ,2
provid substanti,2
portion handi,2
cover said,2
semirigid materi,2
inner end,2
sheath wherein,2
imperm made,2
edg perineum,2
homogen materi,2
inward plural,2
panel height,2
wall incompress,2
side protector,2
configur movabl,2
wall apertur,2
strap first,2
water jet,2
nylon scrubber,2
wafer edg,2
faucet base,2
direct second,2
panel said,2
user second,2
posit adjac,2
roller clean,2
guid bodi,2
made elast,2
bar seat,2
configur remov,2
strap wherein,2
chang length,2
movabl along,2
cant apertur,2
wall made,2
wafer clean,2
lie said,2
section second,2
convex portion,2
portion substanti,2
hole therein,2
adjust amount,2
friction edg,2
back neck,2
end posit,2
seat detach,2
compris water,2
rotari configur,2
width gener,2
seat upper,2
compris nh,2
surfac water,2
one said,2
chemic compris,2
peripher wall,2
seat grip,2
inch height,2
compris support,2
substrat apparatu,2
end first,2
member posit,2
angl rel,2
edg secur,2
configur extend,2
compris flow,2
wherein first,2
mean engag,2
made rigid,2
wall bottom,2
hole front,2
wherein provid,2
membran said,2
piec occupi,2
form base,2
particl bevel,2
provid support,2
facilit edg,2
mechan edg,2
faucet least,2
sheet inextens,2
extend support,2
accumul cover,2
portion upper,2
portion form,2
mean adjust,2
portion second,2
one base,2
