whirlpool jet assembl,12
jet assembl recit,10
assembl recit claim,10
said nozzl tube,8
said rotari assembl,7
said rotari face,6
recit claim wherein,4
rotari assembl said,4
wherein said rotari,4
claim wherein said,4
said whirlpool jet,4
recit claim compris,4
water hold enclosur,3
stream water air,3
tube whirlpool jet,3
air flow said,3
nozzl tube said,3
rotari face said,3
water air flow,3
nozzl tube whirlpool,3
engag said nozzl,3
remov said rotari,3
flow said nozzl,3
upon remov said,3
remov said nozzl,2
direct stationari configur,2
direct stream water,2
engag opposit surfac,2
jet assembl rotari,2
divid said stream,2
adjust amount water,2
said eyebal may,2
rotari assembl compris,2
said enclosur whirlpool,2
compris divid divid,2
rel said wall,2
tube said eyebal,2
claim upon remov,2
oper said whirlpool,2
mean adjust amount,2
claim compris flow,2
hold enclosur perimet,2
divid divid said,2
enclosur perimet hole,2
may orient select,2
opposit surfac water,2
select angl rel,2
hole said enclosur,2
claim compris mean,2
said nozzl oper,2
compris flow control,2
surfac water hold,2
orient select angl,2
non rotat nozzl,2
configur remov said,2
said wall apertur,2
assembl said nozzl,2
perimet hole said,2
recit claim upon,2
angl rel said,2
fluid commun said,2
compris mean engag,2
nozzl jet assembl,2
plural lug engag,2
flow control mean,2
enclosur whirlpool jet,2
eyebal may orient,2
nozzl oper said,2
said nozzl jet,2
amount water air,2
control mean adjust,2
mean engag opposit,2
respect rotat apertur,1
water air region,1
releas manner select,1
stationari configur remov,1
assembl said rotari,1
lug engag end,1
first second configur,1
face fluid commun,1
mix water air,1
jet assembl jet,1
circular pattern said,1
assembl engag said,1
direct said stream,1
jet assembl direct,1
face compris divid,1
rotat nozzl tube,1
region said rotari,1
air region said,1
tube plural cant,1
rotari face fluid,1
rotari face attach,1
respons water air,1
articulat upon remov,1
cant apertur whirlpool,1
rotari face rotat,1
rotat torqu said,1
attach said nozzl,1
said nozzl rotat,1
wall apertur jet,1
one said cant,1
said water inlet,1
nozzl articulat upon,1
apertur wall water,1
configur concentr engag,1
assembl said direct,1
face said whirlpool,1
rotat apertur direct,1
inlet air inlet,1
said direct stationari,1
first configur oper,1
water air circular,1
concentr within said,1
said stream water,1
posit concentr within,1
second configur compris,1
stream said nozzl,1
stream mix water,1
face whirlpool jet,1
water air select,1
compris articulat non,1
rotat spin said,1
stationari mode nozzl,1
remov rotari face,1
water air separ,1
rotat apertur impart,1
concentr engag said,1
eyebal rotari assembl,1
assembl jet assembl,1
said cant apertur,1
lug engag said,1
assembl direct stationari,1
air select spot,1
air separ stream,1
articulat non rotat,1
configur compris articulat,1
water inlet air,1
tube releas manner,1
within said hous,1
direct determin orient,1
hous fluid commun,1
said eyebal rotari,1
apertur direct determin,1
rotari face whirlpool,1
said nozzl plural,1
assembl rotari mode,1
end said nozzl,1
said second configur,1
convert first second,1
assembl compris venturi,1
respect one said,1
water air apertur,1
said stream said,1
air inlet direct,1
said rotari configur,1
nozzl tube releas,1
rotari assembl spray,1
spin said rotari,1
said stream respect,1
nozzl rotat said,1
apertur pass said,1
assembl select convert,1
gener rotat spin,1
configur direct stationari,1
rotat said rotat,1
orient said eyebal,1
mode nozzl articulat,1
water inlet said,1
said stream gener,1
face said first,1
eyebal posit concentr,1
face said rotari,1
said apertur direct,1
compris plural lug,1
gener stream mix,1
flow respect rotat,1
apertur whirlpool jet,1
said nozzl said,1
nozzl remov rotari,1
rotari face compris,1
oper coupl said,1
manner select convers,1
apertur direct stream,1
assembl compris divid,1
jet assembl select,1
plural cant apertur,1
select convers said,1
convers said whirlpool,1
nozzl tube eyebal,1
separ stream flow,1
said air inlet,1
said first configur,1
pass said stream,1
impart rotat torqu,1
rotat nozzl remov,1
engag end said,1
assembl rotari configur,1
rotari assembl engag,1
nozzl plural lug,1
assembl spray water,1
rotari configur direct,1
stream flow respect,1
assembl compris plural,1
said hous fluid,1
spray water air,1
torqu said rotari,1
stationari configur said,1
inlet direct said,1
compris venturi hous,1
nozzl articulat direct,1
articulat direct stream,1
nozzl said nozzl,1
pattern said rotari,1
tube eyebal posit,1
stream gener rotat,1
said rotat apertur,1
face attach said,1
commun said nozzl,1
air circular pattern,1
enclosur non rotat,1
configur oper coupl,1
determin orient said,1
mode said second,1
apertur jet assembl,1
hold enclosur non,1
hous water inlet,1
select spot rotari,1
said nozzl articulat,1
inlet said air,1
nozzl tube plural,1
rotat apertur respons,1
spot rotari face,1
rotari mode said,1
select convert first,1
air inlet gener,1
rotari configur concentr,1
inlet gener stream,1
apertur respons water,1
stream respect one,1
apertur impart rotat,1
cant apertur pass,1
jet assembl compris,1
tube said apertur,1
venturi hous water,1
direct stationari mode,1
coupl said nozzl,1
wall water hold,1
air apertur wall,1
second configur remov,1
face rotat apertur,1
commun said water,1
configur said rotari,1
